id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
27038183,羞羞的铁拳,,https://dou.img.lithub.cc/movie/27038183.jpg,2017-09-30(中国大陆),https://movie.douban.com/subject/27038183/,6.8,"喜剧,奇幻",,,,2019-10-09 06:45:15,2017 / 中国大陆 / 喜剧 奇幻 / 宋阳 张吃鱼 / 艾伦 马丽
26614893,完美陌生人,,https://dou.img.lithub.cc/movie/26614893.jpg,2018-05-25(中国大陆),https://movie.douban.com/subject/26614893/,8.5,"剧情,喜剧",,,,2019-10-09 06:44:40,2016 / 意大利 / 剧情 喜剧 / 保罗·杰诺维塞 / 马可·贾利尼 卡夏·斯穆特尼亚克
1652592,阿丽塔：战斗天使,,https://dou.img.lithub.cc/movie/1652592.jpg,2019-02-22(中国大陆),https://movie.douban.com/subject/1652592/,7.5,"动作,科幻,冒险",,,,2019-10-09 06:43:55,2019 / 美国 日本 加拿大 / 动作 科幻 冒险 / 罗伯特·罗德里格兹 / 罗莎·萨拉查 克里斯托弗·瓦尔兹
30377703,来电狂响,,https://dou.img.lithub.cc/movie/30377703.jpg,2018-12-28(中国大陆),https://movie.douban.com/subject/30377703/,5.7,"剧情,喜剧",,,,2019-10-09 06:43:30,2018 / 中国大陆 / 剧情 喜剧 / 于淼 / 佟大为 马丽
27024903,天才枪手,,https://dou.img.lithub.cc/movie/27024903.jpg,2017-10-13(中国大陆),https://movie.douban.com/subject/27024903/,8.2,"剧情,悬疑,犯罪",,,,2019-10-09 06:43:19,2017 / 泰国 / 剧情 悬疑 犯罪 / 纳塔吾·彭皮里亚 / 茱蒂蒙·琼查容苏因 查侬·散顶腾古
30377703,来电狂响,,https://dou.img.lithub.cc/movie/30377703.jpg,2018-12-28(中国大陆),https://movie.douban.com/subject/30377703/,5.7,"剧情,喜剧",,,,2019-10-09 06:43:30,2018 / 中国大陆 / 剧情 喜剧 / 于淼 / 佟大为 马丽
6874741,无问西东,,https://dou.img.lithub.cc/movie/6874741.jpg,2018-01-12(中国大陆),https://movie.douban.com/subject/6874741/,7.5,"剧情,爱情,战争",,,,2019-10-09 06:43:27,2018 / 中国大陆 / 剧情 爱情 战争 / 李芳芳 / 章子怡 黄晓明
27024903,天才枪手,,https://dou.img.lithub.cc/movie/27024903.jpg,2017-10-13(中国大陆),https://movie.douban.com/subject/27024903/,8.2,"剧情,悬疑,犯罪",,,,2019-10-09 06:43:19,2017 / 泰国 / 剧情 悬疑 犯罪 / 纳塔吾·彭皮里亚 / 茱蒂蒙·琼查容苏因 查侬·散顶腾古
26698897,唐人街探案2,,https://dou.img.lithub.cc/movie/26698897.jpg,2018-02-16(中国大陆),https://movie.douban.com/subject/26698897/,6.6,"喜剧,动作,悬疑",,,,2019-10-09 06:43:16,2018 / 中国大陆 / 喜剧 动作 悬疑 / 陈思诚 / 王宝强 刘昊然
27615441,网络谜踪,,https://dou.img.lithub.cc/movie/27615441.jpg,2018-12-14(中国大陆),https://movie.douban.com/subject/27615441/,8.5,"剧情,悬疑,惊悚",,,,2019-10-09 06:43:14,2018 / 美国 俄罗斯 / 剧情 悬疑 惊悚 犯罪 / 阿尼什·查甘蒂 / 约翰·赵 米切尔·拉
4864908,影,,https://dou.img.lithub.cc/movie/4864908.jpg,2018-09-30(中国大陆),https://movie.douban.com/subject/4864908/,7.2,"剧情,动作,武侠",,,,2019-10-09 06:43:03,2018 / 中国大陆 中国香港 / 剧情 动作 武侠 古装 / 张艺谋 / 邓超 孙俪
27605698,西虹市首富,,https://dou.img.lithub.cc/movie/27605698.jpg,2018-07-27(中国大陆),https://movie.douban.com/subject/27605698/,6.6,喜剧,,,,2019-10-09 06:43:02,2018 / 中国大陆 / 喜剧 / 闫非 彭大魔 / 沈腾 宋芸桦
26861685,红海行动,,https://dou.img.lithub.cc/movie/26861685.jpg,2018-02-16(中国大陆),https://movie.douban.com/subject/26861685/,8.2,"动作,战争",,,,2019-10-09 06:42:56,2018 / 中国大陆 中国香港 / 动作 战争 / 林超贤 / 张译 黄景瑜
25986662,疯狂的外星人,,https://dou.img.lithub.cc/movie/25986662.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/25986662/,6.4,"喜剧,科幻",,,,2019-10-09 06:42:52,2019 / 中国大陆 / 喜剧 科幻 / 宁浩 / 黄渤 沈腾
27024959,绝杀慕尼黑,,https://dou.img.lithub.cc/movie/27024959.jpg,2019-06-13(中国大陆),https://movie.douban.com/subject/27024959/,8.1,"剧情,运动",,,,2019-10-09 06:42:51,2017 / 俄罗斯 / 剧情 运动 / 安东·梅格尔季切夫 / 弗拉基米尔·马什科夫 约翰·萨维奇
26888905,完美陌生人(西班牙版),,https://dou.img.lithub.cc/movie/26888905.jpg,2017-12-01(西班牙),https://movie.douban.com/subject/26888905/,8.4,喜剧,,,,2019-10-09 06:42:48,2017 / 意大利 西班牙 / 喜剧 / 艾利克斯·德·拉·伊格莱希亚 / 贝伦·鲁埃达 爱德华·费尔南德斯
26266893,流浪地球,,https://dou.img.lithub.cc/movie/26266893.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/26266893/,7.9,"科幻,冒险,灾难",,,,2019-10-09 06:42:46,2019 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 吴京 屈楚萧
30163509,飞驰人生,,https://dou.img.lithub.cc/movie/30163509.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/30163509/,6.8,喜剧,,,,2019-10-09 06:42:42,2019 / 中国大陆 / 喜剧 / 韩寒 / 沈腾 黄景瑜
26425063,无双,,https://dou.img.lithub.cc/movie/26425063.jpg,2018-09-30(中国大陆),https://movie.douban.com/subject/26425063/,8,"剧情,动作,悬疑",,,,2019-10-09 06:42:39,2018 / 中国大陆 中国香港 / 剧情 动作 悬疑 犯罪 / 庄文强 / 周润发 郭富城
27060077,绿皮书,,https://dou.img.lithub.cc/movie/27060077.jpg,2019-03-01(中国大陆),https://movie.douban.com/subject/27060077/,8.9,"剧情,喜剧,音乐",,,,2019-10-09 06:42:33,2018 / 美国 中国大陆 / 剧情 喜剧 音乐 传记 / 彼得·法雷里 / 维果·莫腾森 马赫沙拉·阿里
30334073,调音师,,https://dou.img.lithub.cc/movie/30334073.jpg,2019-04-03(中国大陆),https://movie.douban.com/subject/30334073/,8.2,"喜剧,悬疑,惊悚",4,,,2019-10-09 06:42:06,2018 / 印度 / 喜剧 悬疑 惊悚 犯罪 / 斯里兰姆·拉格万 / 阿尤斯曼·库拉纳 塔布
